部首編號,筆畫數,漢字,總筆劃,說文解字
187,2,馮,12,馬行疾也。从馬，冫聲。 【臣鉉等曰：本音皮冰切，經典通用爲依馮之馮。今別作憑，非是。】 〔房戎切〕 (200 / 199)
187,3,馯,13,
187,3,馰,13,馬白頟也。从馬，的省聲。一曰：駿也。《易》曰：爲的顙。 〔都歴切〕 (199 / 198)
187,3,馱,12,負物也。从馬，大聲。 【此俗語也。】 〔唐佐切〕 (202 / 201)
187,3,馲,13,
187,3,馳,13,大驅也。从馬，也聲。 〔直离切〕 (201 / 200)
187,3,馴,13,馬順也。从馬，川聲。 〔詳遵切〕 (201 / 200)
187,3,馵,13,馬後左足白也。从馬，二其足。讀若注。 〔之戍切〕 (199 / 198)
187,4,馹,14,驛傳也。从馬，日聲。 〔人質切〕 (201 / 200)
187,4,馺,14,馬行相及也。从馬从及。讀若《爾雅》：小山馺，大山峘。 〔穌荅切〕 (200 / 199)
187,4,馻,14,
187,4,馽,14,絆馬也。从馬，囗其足。《春秋傳》曰：韓厥執𩡳前。讀若輒。縶，馽或从糸，執聲。 〔陟立切〕 (201 / 200)
187,4,駁,14,馬色不純。从馬，爻聲。 【臣鉉等曰：爻非聲。疑象駁文。】 〔北角切〕 (199 / 198)
187,4,駂,14,
187,4,駃,14,駃騠，馬父驘子也。从馬，夬聲。 【臣鉉等曰：今俗與快同用。】 〔古穴切〕 (201 / 200)
187,4,駇,14,
187,5,駉,15,牧馬苑也。从馬，冋聲。《詩》曰：在駉之野。 〔古熒切〕 (201 / 200)
187,5,駋,15,
187,5,駌,15,
187,5,駍,15,
187,5,駎,15,
187,5,駏,15,
187,5,駐,15,馬立也。从馬，主聲。 〔中句切〕 (201 / 200)
187,5,駑,15,
187,5,駒,15,馬二歲曰駒，三歲曰駣。从馬，句聲。 〔舉朱切〕 (199 / 198)
187,5,駓,15,黃馬白毛也。从馬，丕聲。 〔𢾭悲切〕 (199 / 198)
187,5,駔,15,牡馬也。从馬，且聲。一曰：馬蹲駔也。 〔子朗切〕 (201 / 200)
187,5,駕,15,馬在軛中。从馬，加聲。𤙑，籀文駕。 〔古訝切〕 (200 / 199)
187,5,駖,15,
187,5,駗,15,馬載重難也。从馬，㐱聲。 〔張人切〕 (201 / 200)
187,5,駘,15,馬銜脫也。从馬，台聲。 〔徒哀切〕 (201 / 200)
187,5,駙,15,副馬也。从馬，付聲。一曰：近也。一曰：疾也。 〔符遇切〕 (200 / 199)
187,5,駛,15,
187,5,駜,15,馬飽也。从馬，必聲。《詩》云：有駜有駜。 〔毗必切〕 (200 / 199)
187,5,駝,15,
187,5,駟,15,一乘也。从馬，四聲。 〔息利切〕 (200 / 199)
187,6,駢,16,駕二馬也。从馬，并聲。 〔部田切〕 (200 / 199)
187,6,駣,16,
187,6,駤,16,
187,6,駥,16,馬高八尺。从馬，戎聲。 〔如融切〕 (202 / 201)
187,6,駧,16,馳馬洞去也。从馬，同聲。 〔徒弄切〕 (201 / 200)
187,6,駩,16,
187,6,駪,16,馬眾多皃。从馬，先聲。 〔所臻切〕 (201 / 200)
187,6,駬,16,
187,6,駭,16,驚也。从馬，亥聲。 〔侯楷切〕 (201 / 200)
187,6,駮,16,獸如馬，倨牙，食虎豹。从馬，交聲。 〔北角切〕 (201 / 200)
187,6,駰,16,馬陰白雜毛黑。从馬，因聲。《詩》曰：有駰有騢。 〔於眞切〕 (199 / 198)
187,6,駱,16,馬白色黑鬣尾也。从馬，各聲。 〔盧各切〕 (199 / 198)
187,7,駴,17,
187,7,駶,17,
187,7,駷,17,
187,7,駸,17,馬行疾也。从馬，㑴省聲。《詩》曰：載驟𩤿𩤿。 〔子林切〕 (200 / 199)
187,7,駹,17,馬面顙皆白也。从馬，尨聲。 〔莫江切〕 (199 / 198)
187,7,駺,17,
187,7,駻,17,馬突也。从馬，旱聲。 〔侯旰切〕 (201 / 200)
187,7,駼,17,騊駼也。从馬，余聲。 〔同都切〕 (202 / 201)
187,7,駽,17,青驪馬。从馬，肙聲。《詩》曰：駜彼乘駽。 〔火玄切〕 (199 / 198)
187,7,駾,17,馬行疾來皃。从馬，兌聲。《詩》曰：昆夷駾矣。 〔他外切〕 (201 / 200)
187,7,駿,17,馬之良材者。从馬，夋聲。 〔子峻切〕 (200 / 199)
187,7,騁,17,直馳也。从馬，甹聲。 〔丑郢切〕 (201 / 200)
187,7,騂,17,馬赤色也。从馬，觲省聲。 〔息營切〕 (202 / 201)
187,7,騃,17,馬行㐹㐹也。从馬，矣聲。 〔五駭切〕 (201 / 200)
187,8,騄,18,
187,8,騅,18,馬蒼黑雜毛。从馬，隹聲。 〔職追切〕 (199 / 198)
187,8,騆,18,
187,8,騇,18,
187,8,騉,18,
187,8,騊,18,騊駼，北野之良馬。从馬，匋聲。 〔徒刀切〕 (202 / 201)
187,8,騋,18,馬七尺爲騋，八尺爲龍。从馬，來聲。《詩》曰：騋牝驪牡。 〔洛哀切〕 (200 / 199)
187,8,騍,18,
187,8,騎,18,跨馬也。从馬，奇聲。 〔渠羈切〕 (200 / 199)
187,8,騏,18,馬青驪文如博棊也。从馬﹐其聲。 〔渠之切〕 (199 / 198)
187,8,騑,18,驂旁馬。从馬，非聲。 〔甫微切〕 (200 / 199)
187,9,騔,19,
187,9,騕,19,
187,9,騖,19,亂馳也。从馬，敄聲。 〔亡遇切〕 (201 / 200)
187,9,騙,19,
187,9,騚,19,
187,9,騛,19,馬逸足也。从馬从飛。《司馬法》曰：飛衛斯輿。 〔甫微切〕 (199 / 198)
187,9,騜,19,
187,9,騝,19,
187,9,騞,19,
187,9,騠,19,駃騠也。从馬，是聲。 〔杜兮切〕 (202 / 201)
187,9,騢,19,馬赤白雜毛。从馬，叚聲。謂色似鰕魚也。 〔乎加切〕 (199 / 198)
187,9,騣,19,馬鬣也。从馬，㚇聲。 〔子紅切〕 (202 / 201)
187,9,騤,19,馬行威儀也。从馬，癸聲。《詩》曰：四牡騤騤。 〔渠追切〕 (200 / 199)
187,9,騥,19,
187,9,騧,19,黃馬黑喙也。从馬，咼聲。𩦣，籀文騧。 〔古華切〕 (199 / 198)
187,10,騩,20,馬淺黑色。从馬，鬼聲。 〔俱位切〕 (199 / 198)
187,10,騪,20,
187,10,騫,20,馬腹縶也。从馬，寒省聲。 〔去虔切〕 (201 / 200)
187,10,騬,20,犗馬也。从馬，乘聲。 〔食陵切〕 (201 / 200)
187,10,騭,20,牡馬也。从馬，陟聲。讀若郅。 〔之日切〕 (199 / 198)
187,10,騮,20,赤馬黑毛尾也。从馬，留聲。 〔力求切〕 (199 / 198)
187,10,騰,20,傳也。从馬，朕聲。一曰：騰，犗馬也。 〔徒登切〕 (201 / 200)
187,10,騱,20,驒騱馬也。从馬，奚聲。 〔胡雞切〕 (202 / 201)
187,10,騲,20,
187,10,騴,20,
187,10,騵,20,
187,10,騶,20,𢋁御也。从馬，芻聲。 〔側鳩切〕 (201 / 200)
187,10,騷,20,擾也。一曰：摩馬。从馬，蚤聲。 〔穌遭切〕 (201 / 200)
187,10,騸,20,
187,11,騹,21,
187,11,騺,21,馬重皃。从馬，執聲。 〔陟利切〕 (201 / 200)
187,11,騽,21,馬豪骭也。从馬，習聲。 〔似入切〕 (199 / 198)
187,11,騾,21,
187,11,騿,21,
187,11,驀,21,上馬也。从馬，莫聲。 〔莫白切〕 (200 / 199)
187,11,驁,21,
187,11,驂,21,駕三馬也。从馬，參聲。 〔倉含切〕 (200 / 199)
187,11,驃,21,黃馬發白色。一曰：白髦尾也。从馬，票聲。 〔毗召切〕 (199 / 198)
187,11,驄,21,馬青白雜毛也。从馬，悤聲。 〔倉紅切〕 (199 / 198)
187,11,驅,21,馬馳也。从馬，區聲。敺，古文驅从攴。 〔豈俱切〕 (201 / 200)
187,11,驆,21,
187,12,驈,22,驪馬白胯也。从馬，矞聲。《詩》曰：有驈有騜。 〔食聿切〕 (199 / 198)
187,12,驉,22,
187,12,驊,22,
187,12,驌,22,
187,12,驍,22,良馬也。从馬，堯聲。 〔古堯切〕 (200 / 199)
187,12,驎,22,
187,12,驏,22,
187,12,驐,22,
187,12,驒,22,驒騱，野馬也。從馬，單聲。一曰：青驪白鱗，文如鼉魚。 〔代何切〕 (202 / 201)
187,12,驓,22,
187,12,驔,22,驪馬黃脊。从馬，覃聲。讀若簟。 〔徒玷切〕 (199 / 198)
187,12,驕,22,馬高六尺爲驕。从馬，喬聲。《詩》曰：我馬唯驕。一曰：野馬。 〔舉喬切〕 (200 / 199)
187,13,驖,23,馬赤黑色。从馬，𢧜聲。《詩》曰：四驖孔阜。 〔他結切〕 (199 / 198)
187,13,驗,23,馬名。从馬，僉聲。 〔魚窆切〕 (200 / 199)
187,13,驙,23,駗驙也。从馬，亶聲。《易》曰：乘馬驙如。 〔張連切〕 (201 / 200)
187,13,驚,23,馬駭也。从馬，敬聲。 〔舉卿切〕 (201 / 200)
187,13,驛,23,置騎也。从馬，睪聲。 〔羊益切〕 (201 / 200)
187,14,驞,24,
187,14,驟,24,馬疾步也。从馬，聚聲。 〔鉏又切〕 (201 / 200)
187,16,驠,26,馬白州也。从馬，燕聲。 〔於甸切〕 (199 / 198)
187,16,驢,26,似馬，長耳。从馬，盧聲。 〔力居切〕 (202 / 201)
187,17,驤,27,馬之低仰也。从馬，襄聲。 〔息良切〕 (200 / 199)
187,17,驥,27,千里馬也，孫陽所相者。从馬，冀聲。天水有驥縣。 〔几利切〕 (199 / 198)
187,17,驦,27,
187,17,驧,27,馬曲脊也。从馬，鞠聲。 〔巨六切〕 (201 / 200)
187,18,驨,28,
187,18,驩,28,馬名。从馬，雚聲。 〔呼官切〕 (200 / 199)
187,19,驪,29,馬深黑色。从馬，麗聲。 〔呂支切〕 (199 / 198)
187,20,驫,30,眾馬也。从三馬。 〔甫虬切〕 (202 / 201)
188,0,骨,10,肉之覈也。从冎有肉。凡骨之屬皆从骨。 〔古忽切〕 (86 / 80)
188,3,骫,13,骨耑骫奊也。从骨，丸聲。 〔於詭切〕 (86 / 81)
188,3,骭,13,骹也。从骨，干聲。 〔古案切〕 (86 / 81)
188,4,骯,14,
188,4,骰,14,
188,4,骱,14,
188,5,骳,15,
188,5,骴,15,鳥獸殘骨曰骴。骴，可惡也。从骨，此聲。《明堂月令》曰：掩骼薶骴。骴或从肉。 〔資四切〕 (86 / 81)
188,5,骷,15,
188,6,骸,16,脛骨也。从骨，亥聲。 〔戶皆切〕 (86 / 81)
188,6,骹,16,脛也。从骨，交聲。 〔口交切〕 (86 / 81)
188,6,骻,16,
188,6,骼,16,禽獸之骨曰骼。从骨，各聲。 〔古覈切〕 (86 / 81)
188,7,骾,17,食骨留咽中也。从骨，更聲。 〔古杏切〕 (86 / 81)
188,8,骿,18,并脅也。从骨，并聲。晉文公骿脅。 【臣鉉等曰：骿胝字同。今別作腁，非。】 〔部田切〕 (86 / 81)
188,8,髀,18,股也。从骨，卑聲。䠋，古文髀。 〔并弭切〕 (86 / 81)
188,8,髁,18,髀骨也。从骨，果聲。 〔苦臥切〕 (86 / 81)
188,9,髂,19,
188,9,髃,19,肩前也。从骨，禺聲。 〔午口切〕 (86 / 80)
188,10,髆,20,肩甲也。从骨，尃聲。 〔補各切〕 (86 / 80)
188,10,髇,20,
188,10,髊,20,
188,11,髍,21,㾫病也。从骨，麻聲。 〔莫鄱切〕 (86 / 81)
188,11,髎,21,
188,11,髏,21,髑髏也。从骨，婁聲。 〔洛侯切〕 (86 / 80)
188,12,髐,22,
188,13,髑,23,髑髏頂也。从骨，蜀聲。 〔徒谷切〕 (86 / 80)
188,13,髒,23,
188,13,髓,23,骨中脂也。从骨，隓聲。 〔息委切〕 (86 / 81)
188,13,體,23,總十二屬也。从骨，豊聲。 〔他禮切〕 (86 / 81)
188,14,髕,24,膝耑也。从骨，賓聲。 〔毗忍切〕 (86 / 81)
188,15,髖,25,髀上也。从骨，寬聲。 〔苦官切〕 (86 / 81)
189,0,高,10,崇也。象臺觀高之形。从冂、囗，與倉、舍同意。凡高之屬皆从高。 〔古牢切〕 (110 / 105)
189,8,髜,18,
190,0,髟,10,長髮猋猋也。从長从彡。凡髟之屬皆从髟。 〔必凋切，又所銜切〕 (185 / 183)
190,3,髡,13,𩮜髮也。从髟，兀聲。髨，或从元。 〔苦昆切〕 (186 / 183)
190,4,髣,14,
190,4,髦,14,髮也。从髟从毛。 〔莫袍切〕 (185 / 183)
190,4,髧,14,
190,5,髫,15,小兒垂結也。从髟，召聲。 〔徒聊切〕 (186 / 184)
190,5,髬,15,
190,5,髭,15,
190,5,髮,15,根也。从髟，犮聲。𩠙，髮或从首。𩑛，古文。 〔方伐切〕 (185 / 183)
190,5,髯,15,
190,5,髱,15,
190,5,髲,15,鬄也。从髟，皮聲。 〔平義切〕 (185 / 183)
190,5,髳,15,髮至眉也。从髟，敄聲。《詩》曰：紞彼兩𩭾。髳，𩭾或省。漢令有髳長。 〔亡牢切〕 (185 / 183)
190,6,髶,16,亂髮也。从髟，茸省聲。 〔而容切〕 (186 / 183)
190,6,髷,16,
190,6,髹,16,
190,6,髺,16,潔髮也。从髟，𠯑聲。 〔古活切〕 (186 / 183)
190,6,髻,16,總髮也。从髟，吉聲。 【古通用結】 〔古詣切〕 (186 / 184)
190,7,髼,17,
190,7,髽,17,喪結。《禮》：女子髽衰，弔則不髽。魯臧武仲與齊戰于狐鮐，魯人迎喪者始髽。从髟，坐聲。 〔莊華切〕 (186 / 183)
190,7,髾,17,
190,7,鬁,17,
190,8,鬃,18,
190,8,鬄,18,髲也。从髟，易聲。髢，鬄或从也聲。 〔先彳切，又大計切〕 (185 / 183)
190,8,鬅,18,
190,8,鬆,18,
190,8,鬈,18,髮好也。从髟，卷聲。《詩》曰：其人美且鬈。 〔衢員切〕 (185 / 183)
190,9,鬊,19,鬢髮也。从髟，春聲。 〔舒潤切〕 (186 / 183)
190,9,鬋,19,女鬢垂皃。从髟，前聲。 〔作踐切〕 (185 / 183)
190,9,鬌,19,髮隋也。从髟，隋省。 〔直追切〕 (186 / 183)
190,9,鬍,19,
190,9,鬎,19,
190,10,鬐,20,馬鬣也。从髟，耆聲。 〔渠脂切〕 (186 / 184)
190,10,鬑,20,鬋也。一曰：長皃。从髟，兼聲。讀若慊。 〔力鹽切〕 (185 / 183)
190,10,鬒,20,稠髮也。从彡从人。《詩》曰：㐱髮如雲。鬒，㐱或从髟，眞聲。 〔之忍切〕 (185 / 182)
190,11,鬕,21,帶結飾也。从髟，莫聲。 〔莫駕切〕 (186 / 183)
190,11,鬖,21,
190,11,鬗,21,髮長也。从髟，㒼聲。讀若蔓。 〔母官切〕 (185 / 183)
190,11,鬘,21,
190,12,鬙,22,
190,12,鬚,22,
190,13,鬞,23,
190,13,鬟,23,總髮也。从髟，睘聲。 【案：古婦人首飾，琢玉爲兩環。此二字皆後人所加。】 〔戶關切〕 (186 / 184)
190,13,鬠,23,
190,14,鬢,24,頰髮也。从髟，賓聲。 〔必刃切〕 (185 / 183)
190,15,鬣,25,髮鬣鬣也。从髟，巤聲。㲱，鬣或从毛。䝓，或从豕。 〔良涉切〕 (186 / 183)
190,17,鬤,27,
191,0,鬥,10,兩士相對，兵杖在後，象鬥之形。凡鬥之屬皆从鬥。 〔都豆切〕 (63 / 58)
191,5,鬧,15,不靜也。从市、鬥。 〔奴敎切〕 (64 / 58)
191,6,鬨,16,鬭也。从鬥，共聲。《孟子》曰：鄒與魯鬨。 〔下降切〕 (63 / 58)
191,8,鬩,18,恆訟也。《詩》云：兄弟鬩于牆。从鬥从兒。兒，善訟者也。 〔許激切〕 (63 / 58)
191,12,鬫,22,
191,17,鬮,27,鬭取也。从鬥，龜聲。讀若三合繩糾。 〔古侯切〕 (63 / 58)
192,0,鬯,10,以秬釀鬱艸，芬芳攸服，以降神也。从凵，凵，器也。中象米，匕所以扱之。《易》曰：不喪匕鬯。凡鬯之屬皆从鬯。 〔丑諒切〕 (106 / 101)
192,19,鬱,29,木叢生者。从林，𩰪省聲。 〔迂弗切〕 (126 / 122)
193,0,鬲,10,鼎屬，實五觳，斗二升曰觳。象腹交文，三足。凡鬲之屬皆从鬲。䰛，鬲或从瓦。㽁，《漢令》：鬲，从瓦，厤聲。 〔郎激切〕 (62 / 56)
193,6,鬳,16,鬲屬。从鬲，虍聲。 〔牛建切〕 (62 / 57)
193,8,鬵,18,大釜也。一曰：鼎大上小下若甑曰鬵。从鬲，兓聲。讀若岑。𩱠，籀文鬵。 〔才林切〕 (62 / 57)
193,9,鬷,19,釜屬。从鬲，㚇聲。 〔子紅切〕 (62 / 57)
193,11,鬺,21,
193,12,鬻,22,䭈也。从𩰲，米聲。 〔武悲切〕 【臣鉉等曰：今俗粥作粥，音之六切。】 (62 / 57)
194,0,鬼,10,人所歸爲鬼。从人，象鬼頭。鬼，陰气賊害。从厶。凡鬼之屬皆从鬼。𩲚，古文从示。 〔居偉切〕 (188 / 186)
194,4,鬾,14,鬼服也。一曰：小兒鬼。从鬼，支聲。《韓詩傳》曰：鄭交甫逢二女鬾服。 〔奇寄切〕 (188 / 186)
194,4,鬿,14,
194,4,魁,14,羹斗也。从斗，鬼聲。 〔苦回切〕 (300 / 301)
194,4,魂,14,陽气也。从鬼，云聲。 〔戶昆切〕 (188 / 186)
194,5,魃,15,旱鬼也。从鬼，犮聲。《周禮》有赤魃氏，除牆屋之物也。《詩》曰：旱魃爲虐。 〔蒲撥切〕 (188 / 186)
194,5,魄,15,陰神也。从鬼，白聲。 〔普百切〕 (188 / 186)
194,5,魅,15,老精物也。从鬼彡。彡，鬼毛。魅，或从未聲。𢑘，古文。𤲄，籀文，从彖首从尾省聲。 〔密祕切〕 (188 / 186)
194,5,魆,15,
194,7,魈,17,
194,8,魊,18,
194,8,魋,18,神獸也。从鬼，隹聲。 〔杜回切〕 (189 / 186)
194,8,魌,18,
194,8,魍,18,
194,8,魎,18,
194,8,魏,18,
194,11,魑,21,鬼屬。从鬼从离，离亦聲。 〔丑知切〕 (189 / 186)
194,11,魒,21,
194,11,魔,21,鬼也。从鬼，麻聲。 〔莫波切〕 (189 / 186)
194,12,魕,22,鬼俗也。从鬼，幾聲。《淮南傳》曰：吳人鬼，越人𩴪。 〔居衣切〕 (188 / 186)
194,12,魖,22,耗神也。从鬼，虛聲。 〔朽居切〕 (188 / 186)
194,14,魘,24,㝱驚也。从鬼，厭聲。 〔於琰切〕 (189 / 186)
194,14,魙,24,
195,0,魚,11,水蟲也。象形。魚尾與燕尾相似。凡魚之屬皆从魚。 〔語居切〕 (242 / 242)
195,2,魛,13,
195,3,魟,14,
195,3,魠,14,哆口魚也。从魚，乇聲。 〔他各切〕 (243 / 243)
195,3,魡,14,
195,4,魤,15,
195,4,魦,15,魚名，出樂浪潘國。从魚，沙省聲。 〔所加切〕 (244 / 244)
195,4,魧,15,大貝也。一曰：魚膏。从魚，亢聲。讀若岡。 〔古郎切〕 (245 / 245)
195,4,魨,15,
195,4,魬,15,
195,4,魯,15,鈍詞也。从白，鮺省聲。《論語》曰：參也魯。 〔郎古切〕 (74 / 68)
195,4,魰,15,
195,4,魱,15,
195,4,魴,15,赤尾魚。从魚，方聲。鰟，魴或从旁。 〔符方切〕 (243 / 243)
195,4,魵,15,魚名，出薉邪頭國。从魚，分聲。 〔符分切〕 (244 / 244)
195,4,魶,15,
195,4,魷,15,
195,5,魺,16,
195,5,魻,16,
195,5,魼,16,魚也。从魚，去聲。 〔去魚切〕 (242 / 242)
195,5,魽,16,
195,5,魾,16,大鱯也。其小者名鮡。从魚，丕聲。 〔𢾭悲切〕 (243 / 243)
195,5,鮀,16,鮎也。从魚，它聲。 〔徒何切〕 (243 / 243)
195,5,鮂,16,
195,5,鮅,16,魚名。从魚，必聲。 〔毗必切〕 (245 / 245)
195,5,鮆,16,飲而不食，刀魚也。九江有之。从魚，此聲。 〔徂禮切〕 (243 / 243)
195,5,鮇,16,
195,5,鮈,16,
195,5,鮐,16,海魚名。从魚，台聲。 〔徒哀切〕 (244 / 244)
195,5,鮑,16,饐魚也。从魚，包聲。 〔薄巧切〕 (244 / 244)
195,5,鮒,16,魚名。从魚，付聲。 〔符遇切〕 (243 / 243)
195,5,鮓,16,
195,5,鮕,16,
195,6,鮚,17,蚌也。从魚，吉聲。《漢律》：會稽郡獻鮚醬。 〔巨乙切〕 (245 / 245)
195,6,鮛,17,
195,6,鮞,17,魚子也。一曰：魚之美者，東海之鮞。从魚，而聲。讀若而。 〔如之切〕 (242 / 242)
195,6,鮠,17,
195,6,鮡,17,魚名。从魚，兆聲。 〔治小切〕 (245 / 245)
195,6,鮢,17,
195,6,鮤,17,
195,6,鮥,17,叔鮪也。从魚，各聲。 〔盧各切〕 (243 / 243)
195,6,鮦,17,魚名。从魚，同聲。一曰：𩽵也。讀若絝襱。 〔直隴切〕 (243 / 243)
195,6,鮨,17,魚䏽醬也，出蜀中。从魚，旨聲。一曰：鮪魚名。 〔旨夷切〕 (244 / 244)
195,6,鮪,17,鮥也。《周禮》：春獻王鮪。从魚，有聲。 〔榮美切〕 (243 / 243)
195,6,鮫,17,海魚，皮可飾刀。从魚，交聲。 〔古肴切〕 (244 / 244)
195,6,鮭,17,
195,6,鮮,17,魚名，出貉國。从魚，羴省聲。 〔相然切〕 (244 / 244)
195,6,鮯,17,
195,7,鮵,18,
195,7,鮶,18,
195,7,鮸,18,魚名，出薉邪頭國。从魚，免聲。 〔亡辨切〕 (244 / 244)
195,7,鮹,18,
195,7,鮽,18,
195,7,鮿,18,
195,7,鯀,18,魚也。从魚，系聲。 【臣鉉等曰：系非聲，疑从孫省。】 〔古本切〕 (243 / 243)
195,7,鯁,18,魚骨也。从魚，更聲。 〔古杏切〕 (244 / 244)
195,7,鯃,18,
195,7,鯄,18,
195,7,鯆,18,
195,7,鯇,18,魚名。从魚，完聲。 〔戶版切〕 (243 / 243)
195,7,鯈,18,魚名。从魚，攸聲。 〔直由切〕 (243 / 243)
195,7,鯉,18,鱣也。从魚，里聲。 〔良止切〕 (243 / 243)
195,7,鯊,18,
195,7,鯓,18,
195,8,鯔,19,
195,8,鯕,19,魚名。从魚，其聲。 〔渠之切〕 (245 / 245)
195,8,鯖,19,
195,8,鯗,19,
195,8,鯙,19,
195,8,鯚,19,
195,8,鯛,19,骨耑脃也。从魚，周聲。 〔都僚切〕 (245 / 245)
195,8,鯜,19,魚名，出樂浪潘國。从魚，妾聲。 〔七接切〕 (244 / 244)
195,8,鯞,19,
195,8,鯠,19,
195,8,鯡,19,
195,8,鯢,19,刺魚也。从魚，兒聲。 〔五雞切〕 (243 / 243)
195,8,鯤,19,
195,8,鯥,19,
195,8,鯦,19,當互也。从魚，咎聲。 〔其久切〕 (245 / 245)
195,8,鯧,19,
195,8,鯨,19,海大魚也。从魚，畺聲。《春秋傳》曰：取其䲔鯢。鯨，䲔或从京。 〔渠京切〕 (244 / 244)
195,8,鯪,19,
195,8,鯫,19,白魚也。从魚，取聲。 〔士垢切〕 (244 / 244)
195,8,鯬,19,
195,8,鯰,19,𩷑也。从魚，占聲。 〔奴兼切〕 (244 / 244)
